white_id,white_rating,black_id,black_rating,elo_diff,winner,victory_status,turns,moves
danielvanderola,1035,trouty1997,1703,-668,black,resign,74,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 d6 Bb5 Bd7 Bxc6 Bxc6 Nd2 Qe7 f3 g6 g4 Bg7 c3 h6 Ne2 Nf6 Nf4 d5 b4 dxe4 Nxe4 Nxe4 fxe4 Qxe4 Qxe4+ Bxe4 Rf1 Bxc3+ Ke2 Bxa1 Be3 Rd8 Rxa1 O-O a3 Rfe8 Rc1 Bc6 h4 Re7 h5 g5 Ng2 Bxg2 Kf2 Bc6 Bxa7 Ra8 Bc5 Re4 Ra1 Rae8 Kf3 f6 a4 Re1+ Kf2 Rxa1 b5 Rxa4 bxc6 bxc6 Kf3 Rae4 Ba3 Re3+ Kf2 Rxa3
lukarpov,1802,derrotado,2468,-666,black,resign,56,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 d6 c3 Bd7 h3 h6 Re1 O-O Nbd2 Ne7 Bxd7 Qxd7 Nf1 Ng6 Be3 Bb6 Bxb6 axb6 Ne3 Nf4 Kh2 g6 Rg1 Kg7 g4 Rh8 Qd2 h5 Rg3 hxg4 Ng1 Rh4 a3 Rah8 Ng2 Nxg2 Kxg2 Nh5 Rxg4 Rxg4+ hxg4 Qxg4+ Kf1 Nf4 f3 Qg3 Rd1 Rh2
the_real_pine_tree,1124,alexandrs,1790,-666,black,mate,38,a4 e5 Ra3 a5 Re3 d5 Rxe5+ Be7 c4 Nc6 Qc2 Nxe5 Qe4 Nxc4 Qf3 Nf6 d4 Ne4 Nh3 O-O Nf4 c6 b3 Bb4+ Kd1 Ncd6 Bd2 Bxd2 Nxd2 Nxd2 Kxd2 Ne4+ Ke1 Qb6 Nh5 Qxd4 e3 Qd2#
pluk03,1575,first-time-1,2240,-665,black,mate,16,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 Bf4 Be7 Nc3 O-O Nb5 Re8 Nxc7 Bb4#
bischopscup,1168,timtimtim23,1833,-665,black,resign,55,e4 c5 c4 e6 g3 Nc6 Bg2 Ne5 Nf3 Nxc4 d4 Qa5+ Nbd2 cxd4 Nxd4 Bb4 Nf3 Nf6 O-O Nxd2 Nxd2 O-O e5 Qxe5 a3 Ba5 Re1 Qf5 b4 Bb6 Nf3 Ng4 Bh3 Bxf2+ Kg2 Bxe1 Qxe1 Qc2+ Nd2 f5 Qe2 b6 Rb1 Bb7+ Kf1 Nf6 Bb2 Ne4 Bxg7 Nxd2+ Kf2 Kxg7 Ke3 Nc4+ Kd4
chita,1288,andreican,1952,-664,black,mate,132,d4 d6 e4 e6 Nf3 Qe7 e5 dxe5 dxe5 Nc6 Nc3 Bd7 Bb5 O-O-O O-O a6 Bxc6 Bxc6 Qe2 f6 exf6 gxf6 h3 e5 Rd1 Rxd1+ Qxd1 Qd6 Be3 Qxd1+ Rxd1 Bxf3 gxf3 Bh6 Nd5 Bf8 b4 c6 Nb6+ Kc7 Nc4 Ne7 Bc5 Nd5 Ne3 Bxc5 bxc5 Rd8 Nxd5+ Rxd5 Rxd5 cxd5 Kf1 Kc6 Ke2 Kxc5 Kd3 b5 c3 a5 a3 a4 h4 Kd6 Ke3 Ke6 f4 Kf5 fxe5 fxe5 Kf3 h5 Ke3 Kg4 f3+ Kxh4 f4 Kg4 fxe5 Kf5 Kf3 Kxe5 Kg3 Ke4 Kh4 Kd3 Kxh5 Kxc3 Kg4 d4 Kf3 d3 Kf2 d2 Ke2 Kc2 Ke3 d1=Q Ke4 Qd3+ Ke5 Kc3 Kf6 Kd4 Ke6 Kc5 Ke5 Qxa3 Ke4 Qh3 Kf4 a3 Ke4 a2 Ke5 Qh4 Kf5 Kd5 Kg6 Ke5 Kf7 Qd8 Kg6 a1=Q Kf7 Qf1+ Kg7 Qd2 Kg6 Qdg2+ Kh5 Qfh1#
chippy,1253,fr33man12,1917,-664,white,resign,99,e4 d5 d3 dxe4 Nc3 exd3 Bxd3 Nf6 Nf3 Nc6 O-O Bg4 b3 e6 Bb2 Bd6 Ne4 Nxe4 Bxe4 O-O Qd2 Qe8 Ng5 Rd8 Bxh7+ Kh8 Bxg7+ Kxg7 Qc3+ f6 h3 Be5 Qc4 Bxa1 Nxe6+ Kxh7 Qe4+ Kg8 Qxg4+ Kf7 Nxd8+ Qxd8 Rxa1 Qd4 Qh5+ Ke7 Re1+ Ne5 Qh7+ Rf7 Qh6 Kd7 Qh5 Kc6 Rxe5 fxe5 Qxf7 Qd1+ Kh2 Qxc2 g4 e4 g5 e3 Qe6+ Kb5 Qxe3 Qg6 f4 Kb4 Qxa7 Qc6 f5 Qc2+ Kg3 Qxf5 Qxb7+ Ka3 Qxc7 Qxg5+ Kf3 Qh5+ Kg2 Qe2+ Kg3 Qe1+ Kg4 Qg1+ Qg3 Qd4+ Qf4 Qg7+ Kf3 Qc3+ Qe3 Qf6+ Ke2 Qb6 Qxb6
ludast,1208,letabac,1871,-663,black,resign,133,d4 d5 c4 e6 e3 Nf6 Bd3 c5 Ne2 Nc6 Nd2 cxd4 exd4 dxc4 Bxc4 Nxd4 O-O Nxe2+ Qxe2 Be7 Re1 O-O b3 Bd7 Bb2 Bc6 f3 Qb6+ Kf1 Rad8 a4 a5 Rac1 Rxd2 Qxd2 Bb4 Bc3 Bxc3 Rxc3 Nd5 Bxd5 Bxd5 Rec1 Bc6 R1c2 Rd8 Qc1 g6 Rd2 Bd5 Rc8 Rxc8 Qxc8+ Kg7 Qc3+ Kg8 Rc2 Qxb3 Qxb3 Bxb3 Rc3 Bxa4 Kf2 Bc6 g3 a4 Ke3 Bd5 h4 h5 g4 b5 gxh5 gxh5 Rc8+ Kg7 Rb8 Bc4 Kd2 a3 Kc1 e5 Ra8 a2 Kb2 Kf6 Rh8 Kg6 Re8 f6 Rg8+ Kh7 Rf8 Kg7 Rb8 f5 Rb7+ Kf6 Rb6+ Kg7 Rb7+ Kf6 Ra7 e4 fxe4 fxe4 Ra6+ Kf5 Ra3 Kf4 Rh3 e3 Rh2 e2 Rf2+ Kg3 Rxe2 Bxe2 Kxa2 Kxh4 Ka3 Kg4 Kb4 h4 Kc3 h3 Kd2 Kf3 Ke1 h2 Kd2 h1=Q Kc3
ana92,1139,icecreamdealer,1801,-662,white,resign,31,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 h3 O-O O-O h6 a3 a6 d3 d6 Be3 Be6 Bxe6 fxe6 Bxc5 dxc5 Ne2 Nd4 Nxe5 Qd6 Ng6 Rf7 e5 Nxe2+ Qxe2
thomire,1510,klip98,2170,-660,black,mate,58,d4 g6 c4 Bg7 Nf3 c5 e3 Nf6 Nc3 d5 e4 dxe4 Ne5 cxd4 Nd5 Nxd5 Qa4+ Nd7 Nxf7 Kxf7 cxd5 Nb6 Qd1 Qxd5 b3 d3 Bd2 Bxa1 Qxa1 e5 Be3 Bf5 Qc1 Rac8 Qd1 Rc2 g3 Rd8 Bd2 e3 Rg1 exd2+ Qxd2 Rxd2 Kxd2 Qa5+ Ke3 Nd5+ Kf3 Qe1 Kg2 Be4+ f3 Qd2+ Kh3 Bxf3 Bg2 Qh6#
szachistaiczysta,1704,riverside_monkey,2363,-659,black,resign,48,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7 g4 Ng6 h4 Qb6 h5 Nge7 dxc5 Qxc5 Be3 Qa5 Nbd2 Qc7 Nb3 Nxe5 Bb5+ Bd7 Bxd7+ Nxd7 Qd2 Nc6 O-O-O O-O-O Bf4 Bd6 Bxd6 Qxd6 Nfd4 Nde5 Nb5 Qe7 N3d4 Nc4 Nxc6 bxc6 Qd3 cxb5 b3 Qa3+
belaya_ovtsa,1057,az_99,1716,-659,black,mate,70,d4 d5 e3 Nf6 c4 c5 dxc5 e5 Nc3 Bxc5 cxd5 Bb4 Qa4+ Bd7 Qxb4 b6 Bd2 Bf5 O-O-O Nbd7 e4 Bxe4 Nxe4 Nxd5 Qc4 N7f6 Nxf6+ gxf6 Qd3 O-O Bc3 Nxc3 Qxc3 Qe7 Bc4 Rac8 Nf3 b5 Nd2 f5 b3 Qg5 Qxe5 bxc4 bxc4 Rxc4+ Kb2 Rcc8 Qd4 Rcd8 Qe3 Rb8+ Kc2 Rfc8+ Kd3 Qd8+ Ke2 Rb2 f4 Rcc2 Qe4 fxe4 Rc1 Rxd2+ Ke1 Re2+ Kf1 Rf2+ Ke1 Rbe2#
gerceker200,1085,aleks7397,1744,-659,black,resign,28,e4 e6 d4 c5 dxc5 Bxc5 Nf3 Qb6 Be3 Bxe3 fxe3 Qxe3+ Be2 Qxe4 Nc3 Qb4 a3 Qxb2 Na4 Qf6 O-O Qh6 Ne5 Qe3+ Kh1 Qxe5 Re1 Qa5
mimirilinguis,971,xures,1629,-658,black,mate,114,e4 g6 f3 Bh6 h4 e5 d3 Bxc1 Qxc1 Nc6 Qg5 Qxg5 hxg5 Nd4 Kd1 d6 c3 Ne6 a4 Bd7 b3 f6 Nd2 fxg5 g4 Nf4 Ne2 Nf6 Nxf4 gxf4 c4 O-O-O Bh3 g5 a5 a6 b4 Kb8 Ke2 c6 b5 d5 bxa6 bxa6 Rhb1+ Ka7 exd5 cxd5 cxd5 Nxd5 Rb3 Bb5 Bf1 Ne3 Bh3 h6 Rab1 Rb8 Kf2 Nc2 Ne4 Nd4 Bf1 Nxb3 Rxb3 Rhd8 Rc3 Rbc8 Rb3 Rc2+ Ke1 Rc1+ Kf2 Rd1 Nc5 Rc8 Ke2 Rxf1 Kxf1 Rxc5 Kf2 Rd5 Ke2 Kb7 Kd2 Kc6 Kc2 Ba4 Kc3 Bxb3 Kxb3 Rxa5 Kb4 Rd5 Kc4 a5 d4 exd4 Kd3 a4 Kc2 a3 Kb1 d3 Ka2 d2 Kxa3 d1=Q Kb4 Rb5+ Kc4 Qc2+ Kd4 Rd5#
xbishop,1043,argentariy,1701,-658,black,resign,63,e4 b6 Bc4 Bb7 Nf3 Bxe4 O-O Bb7 d4 g6 Bf4 Bg7 Nc3 a6 d5 d6 b4 Nd7 b5 a5 Ne4 e5 Nxe5 dxe5 Bxe5 Bxe5 f4 Bxa1 Qxa1 Ngf6 Re1 O-O g4 Nxe4 Rxe4 Nf6 Re5 Nxg4 Re4 Qh4 Qe1 Qxh2+ Kf1 Qh1+ Ke2 Qxe1+ Kxe1 Rfe8 Rxe8+ Rxe8+ Kf1 Re4 Bd3 Rxf4+ Kg2 Ra4 Be4 Ne5 d6 Bxe4+ Kg3 cxd6 c4
medzayene,1090,basakcesur,1747,-657,black,resign,48,e4 e5 Nf3 Nc6 d3 d5 Bg5 Be7 exd5 Bxg5 dxc6 bxc6 Nxg5 Qxg5 d4 Nf6 dxe5 Qxe5+ Qe2 Qxe2+ Bxe2 Bf5 Bc4 Bxc2 Nd2 O-O O-O Rab8 Rac1 Rxb2 Rxc2 Rxc2 Bd3 Rxd2 Bf5 Re8 h4 Re5 Bc8 Rxa2 Rd1 Rae2 Rd8+ Re8 Rxe8+ Rxe8 Bd7 Nxd7
crazyscientist1,844,pedronev,1500,-656,black,resign,2,e4 e5
carman20,1156,dimitris22,1812,-656,black,mate,124,g4 h6 h3 Nf6 Bg2 g6 Nc3 Bg7 d4 d6 Nf3 O-O b3 Nfd7 Bb2 e5 d5 e4 Nxe4 Bxb2 Rb1 Bg7 c4 Nf6 Nc3 Nxg4 hxg4 Bxc3+ Kf1 Bxg4 Rxh6 Bf5 Rc1 Bb2 Nh4 Bg7 Nxf5 gxf5 Rh5 Re8 e3 Nd7 Rxf5 Ne5 Qh5 Ng6 Be4 Rxe4 Ke2 Rh4 Qg5 Qxg5 Rxg5 Bh6 Rg3 Re8 Rcg1 Kh7 f3 Rxe3+ Kf2 Rh2+ R3g2 Rxg2+ Rxg2 Nh4 Rg3 Bf4 Rg4 Rxf3+ Ke2 Re3+ Kf2 Rf3+ Ke2 Bh6 Rxh4 Rf4 Rxf4 Bxf4 Kf3 Be5 Ke4 Kg6 Kd3 Kg5 Ke4 f5+ Kf3 Kh4 b4 f4 c5 dxc5 bxc5 b6 d6 cxd6 cxd6 Bxd6 a4 a5 Ke4 Kg3 Kd5 f3 Kxd6 f2 Kc6 f1=Q Kxb6 Qc4 Kxa5 Kf4 Kb6 Ke5 a5 Kd5 a6 Qc6+ Ka5 Kc4 a7 Qb5#
crazyscientist1,844,pedronev,1500,-656,black,resign,2,e4 e5
hldden,1292,jabekens,1947,-655,black,resign,23,d4 d5 c4 e6 Nf3 Nf6 g3 dxc4 Qa4+ Bd7 Qxc4 Nc6 Bg2 h6 Ne5 Na5 Qd3 Rc8 O-O c5 Bf3 cxd4 Bd2
harveyfu,1120,mahdiizad,1775,-655,black,mate,62,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 h3 d6 Nc3 Nf6 d3 Be7 Be3 O-O O-O Re8 Qd2 Rb8 Rab1 d5 Nxe5 d4 Bxd4 Qxd4 Nxc6 Qb6 Nxb8 Qxb8 Rfe1 Bc5 d4 Rd8 e5 Nh5 Qg5 Rxd4 Qxh5 Rd2 Ne4 Rxc2 Nxc5 Rxc5 Qg5 Be6 b4 Rc2 a3 h6 Qe7 Ra2 Red1 Qb6 Rd8+ Kh7 Rf1 Bc4 Rfd1 Qxf2+ Kh2 Qxg2#
dsom1234,1500,rin-chan,2154,-654,white,mate,35,d4 Nf6 Nf3 e6 e3 c5 Be2 Nc6 O-O Qc7 c4 cxd4 exd4 d5 Nc3 dxc4 Bxc4 a6 d5 Nb4 dxe6 Qxc4 exf7+ Qxf7 Ng5 Qc7 Re1+ Be7 Qb3 Rf8 Qxb4 Bf5 Bf4 Qc6 Qxe7#
tandemchess2,1500,jposthuma,2154,-654,black,mate,80,e4 c6 Nf3 d5 exd5 cxd5 g3 Nf6 Bg2 Nc6 d4 Bf5 Nh4 Bg6 Nxg6 hxg6 Bf4 e6 Bg5 Qb6 b3 Qxd4 Qxd4 Nxd4 Kd1 Ng4 Be3 Nxe3+ fxe3 Nf5 Ke2 Bc5 Nc3 Nxe3 Bf3 Nxc2 Rac1 Nd4+ Ke3 Nxb3+ Kf4 Nxc1 Rxc1 g5+ Kxg5 Be3+ Kg4 Bxc1 Nb5 Ke7 h4 Rac8 Nd4 Rc4 Kh3 Rxd4 Be2 g5 Bb5 gxh4 gxh4 Rhxh4+ Kg3 Rhg4+ Kf3 Rgf4+ Ke2 Rfe4+ Kf3 Re3+ Kf2 Rb4 a4 Rb2+ Kf1 Rh3 Kg1 Be3+ Kf1 Rh1#
beepbeepimajeep,1500,danny77,2150,-650,draw,draw,38,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Nd5 Nxd5 exd5 Qa5+ Bd2 Qxd5 Nb5 Kd7 c4 Qe4+ Be3 Kd8 Nc3 Qg4 Be2 Qxg2 Bf3 Qh3 Qe2 Ne5 Be4 f5 Bd5 f4 Bd4 Bg4 Qf1 Nf3+
gegenspiel,1500,danny77,2150,-650,draw,draw,137,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O h3 d6 a4 Na5 Ba2 Nc6 c3 a5 Re1 h6 d4 exd4 cxd4 Bb4 Nc3 Re8 Qd3 Ne7 Bf4 Ng6 Bg3 Nh5 e5 Ngf4 Qe4 d5 Qe3 Ne6 Bh2 Bxc3 bxc3 g5 Qd3 Nef4 Qc2 Qd7 Bb1 f5 exf6 Rxe1+ Nxe1 c6 Nf3 Nxf6 Bxf4 gxf4 Ne5 Qg7 Kh2 Ne4 c4 Bf5 cxd5 cxd5 Qb3 Rd8 Bxe4 Bxe4 Rg1 Bf5 g3 f3 Qxf3 Be4 Qb3 Qg5 f4 Qe7 Re1 Qb4 Qxb4 axb4 Ng4 Kg7 Nf2 Ra8 Nxe4 dxe4 Rxe4 b5 d5 bxa4 Rxb4 a3 Rb1 Kf6 g4 Ke7 Kg3 Kd6 g5 hxg5 fxg5 Kxd5 h4 Ke5 Kg4 Ra4+ Kh5 a2 Ra1 Kf5 Rf1+ Ke6 Ra1 Kf5 g6 Kf6 Rf1+ Kg7 Ra1 Ra5+ Kg4 Kxg6 Kf3 Kh5 Ke3 Kxh4 Kd3 Ra3+ Kc2 Ra5 Kb2 Ra8 Rxa2 Rxa2+ Kxa2
brorael357,1328,tanphatls987,1978,-650,black,mate,46,e4 e5 Bc4 Nc6 Nf3 Bc5 d3 d6 Ng5 Nh6 Qf3 O-O O-O Bg4 Qg3 Nd4 h3 Ne2+ Kh2 Nxg3 fxg3 Bh5 g4 Bg6 a3 c6 b4 Bb6 a4 d5 exd5 cxd5 a5 Bc7 Bb5 f6 Ne6 Qd6 Nxf8 Rxf8 Bxh6 gxh6 Nc3 e4+ Kh1 Qh2#
briant123,1615,doraemon61,2264,-649,black,resign,64,d4 d5 e3 Nf6 Bd3 e6 Nd2 c5 c3 c4 Bc2 Bd6 f4 Nc6 Ngf3 O-O Ne5 Qc7 O-O Ne7 g4 b5 g5 Nd7 Bxh7+ Kxh7 Qh5+ Kg8 Rf3 g6 Qh6 Nf5 Qh3 Bb7 Nf1 Nxe5 fxe5 Be7 Ng3 Bxg5 Nxf5 exf5 Rg3 Qe7 e4 Bxc1 exf5 Bg5 f6 Bxf6 exf6 Qxf6 Rf1 Qg7 Qd7 Rab8 Qxb5 Ba8 Qd7 Rxb2 Qxa7 Qh6 Rxf7 Qxh2+
solidchess_hehe,1562,lzchips,2210,-648,black,resign,53,b3 c5 Bb2 d5 Nf3 Nc6 e3 f6 d4 Bg4 Bb5 Qc7 h3 Bh5 Bxc6+ bxc6 Nbd2 cxd4 Bxd4 e5 g4 Bf7 Bb2 Bc5 c4 Ne7 Qc2 dxc4 Nxc4 O-O g5 Bb4+ Bc3 Bxc3+ Qxc3 Nd5 Qb2 Bh5 Rg1 Bxf3 gxf6 Nxf6 Nxe5 Bd5 O-O-O Rae8 f4 Re7 Kb1 a5 Rxd5 cxd5 Qg2
solidchess_hehe,1562,lzchips,2210,-648,black,mate,34,b3 Nf6 Nf3 g6 c4 Bg7 Bb2 O-O d4 d6 Nbd2 Nbd7 e4 c5 Be2 cxd4 Bxd4 e5 Bc3 Nc5 Qc2 Nh5 O-O-O Nf4 Nf1 a5 Nxe5 Qf6 Nd7 Qxc3 Nxf8 Nxe2+ Kb1 Qa1#
solidchess_hehe,1562,lzchips,2210,-648,black,resign,86,b3 Nf6 Nf3 g6 Bb2 Bg7 c4 O-O d4 Ne4 Nbd2 d5 Nxe4 dxe4 Ne5 Nd7 Qc2 Nxe5 dxe5 e3 f4 c6 Qc3 Bf5 g3 Be4 Rg1 Qb6 Qd4 Qxd4 Bxd4 g5 Bg2 Bxg2 Rxg2 Rfd8 Bxe3 e6 fxg5 Bxe5 Rd1 Rxd1+ Kxd1 Rd8+ Kc2 a6 Bf4 Bd4 e3 Bb6 Re2 Kg7 h4 Kg6 g4 Rd7 Be5 h5 Rf2 hxg4 Rf6+ Kg7 Rxe6+ Kf8 Rd6 Rxd6 Bxd6+ Kg7 Bf4 Kg6 Kd3 Kh5 Bg3 a5 Ke4 Bc5 Kf4 Bd6+ Kf5 Bxg3 Kf6 Bxh4 Kxf7 Bxg5 e4 g3
solidchess_hehe,1562,lzchips,2210,-648,black,mate,54,b3 d5 Bb2 d4 Nf3 c5 c3 Nc6 cxd4 cxd4 d3 Bg4 h3 Bh5 g4 Bg6 Bg2 e5 Nh4 Nf6 Nxg6 hxg6 Nd2 Bb4 a3 Ba5 b4 Bc7 O-O e4 Nxe4 Nxg4 Ng3 Bxg3 Bxc6+ bxc6 Qa4 Bh2+ Kg2 Qd5+ f3 Ne3+ Kxh2 Qe6 Kg1 Rxh3 Bxd4 Rg3+ Kf2 Rg2+ Ke1 Nxf1 Kxf1 Qxe2#
solidchess_hehe,1562,lzchips,2210,-648,black,resign,105,b3 c5 c4 e5 Bb2 Nc6 g3 d6 Bg2 Nge7 d3 g6 Nd2 Bg7 e3 O-O Ne2 f5 f4 Be6 O-O Bf7 a3 Rb8 Rc1 b5 h3 bxc4 Nxc4 exf4 Bxg7 Kxg7 Nxf4 d5 Nd2 d4 exd4 Qxd4+ Kh2 g5 Nf3 Qf6 Ne2 Bxb3 Qd2 Bd5 Qxg5+ Qxg5 Nxg5 Rb2 Rf2 h6 Nf3 Rb3 Nf4 Bf7 Rxc5 Rxa3 Nh4 Ra5 Rxc6 Nxc6 Bxc6 Ra2 Rxa2 Bxa2 Bd7 a5 Ba4 Kf6 Kg2 Rb8 Kf2 Ke5 Ke3 Rb1 Nhg6+ Kf6 g4 fxg4 hxg4 Kg5 Kf3 Rb4 Bd7 Bf7 Bf5 a4 Nh3+ Kf6 Nf2 Bxg6 Bxg6 Kxg6 Nd1 a3 Nc3 Rb3 Na2 Rxd3+ Ke2 Rg3 Kd2 Rg2+ Kc3
trx,1149,alanoytoro,1796,-647,black,resign,25,d4 d6 e4 Nf6 Nc3 Nbd7 Be3 e5 d5 Be7 Nf3 O-O Be2 Nc5 O-O Ncxe4 Nxe4 Nxe4 Qd3 Nf6 c4 e4 Qd4 exf3 Qh4
ramzes_73,1293,khemar,1938,-645,black,resign,74,g3 d5 Bg2 c6 Nf3 Nf6 h3 Bf5 g4 Bg6 Nh4 Be4 Bxe4 Nxe4 d3 e5 Nf5 g6 dxe4 gxf5 exf5 Qh4 g5 Bc5 e3 d4 Qg4 Qxg4 hxg4 dxe3 Bxe3 Bxe3 fxe3 Nd7 g6 fxg6 fxg6 Ke7 Rxh7+ Rxh7 gxh7 Rh8 Nd2 Rxh7 O-O-O Rg7 Rg1 Nf6 Nc4 Rxg4 Rxg4 Nxg4 Nxe5 Nxe5 Kd2 Kd6 Kc3 Kd5 Kb3 Ke4 a4 Kxe3 Kb4 b6 c4 Kd4 b3 a5+ Ka3 Kc3 Ka2 Nd3 Ka3 Nc1
solidchess_hehe,1562,lzchips,2207,-645,black,resign,56,b3 g6 Bb2 Nf6 Bxf6 exf6 d4 d5 Nd2 Bb4 Nf3 Bg4 h3 Bxf3 exf3 O-O Bd3 Bc3 Rc1 Nc6 O-O Bxd4 c3 Be5 c4 Nb4 Bb1 c6 cxd5 Nxd5 Ne4 Kg7 Re1 Bf4 Rc4 Bb8 g3 Qc8 Kg2 h5 Qd4 Be5 Qxd5 cxd5 Rxc8 Rfxc8 f4 Bxf4 gxf4 dxe4 Bxe4 Rc7 Kg3 Re8 Re3 f5
solidchess_hehe,1562,lzchips,2207,-645,draw,draw,127,e4 e5 Nf3 Nc6 Bc4 g6 O-O Bg7 c3 Nge7 d4 d6 dxe5 dxe5 Qxd8+ Nxd8 Ng5 h6 Nf3 Be6 Bb3 Bxb3 axb3 O-O Na3 Ne6 Nc4 Nc6 Be3 a6 Rfd1 Rfd8 Rd5 f6 Rad1 Kf7 Rxd8 Rxd8 Rxd8 Ncxd8 Ncd2 Bf8 Ne1 Ke7 Nd3 Kd7 f3 h5 g3 b5 b4 Nb7 Nb3 Kc6 Na5+ Nxa5 bxa5 Nc5 Bxc5 Bxc5+ Kf1 Be7 b4 Kd7 Ke2 c5 bxc5 Kc6 Nb4+ Kxc5 Nxa6+ Kc6 Kd3 Bd8 Nb4+ Kb7 Nd5 Ka6 Nb4+ Kb7 Nd5 Bxa5 Nxf6 Kc6 f4 Bc7 c4 exf4 cxb5+ Kxb5 gxf4 Bxf4 Kd4 Bxh2 e5 Kc6 Ke4 Kc7 Kd5 Kd8 Ke6 Bg3 Ne4 Bh4 Nf6 Be1 Kf7 h4 e6 Bb4 Kxg6 h3 Ng4 Ke7 Kf5 Bd6 Kg5 Bg3 Kf5 Bh4 Nh2 Bg3 Ng4 Bh4 Nh2 Bg3 Ng4
solidchess_hehe,1562,lzchips,2207,-645,black,resign,42,d4 Nf6 Nc3 d6 Bf4 Bf5 Nb5 c6 Nc3 Nbd7 Nf3 h6 h3 Qb6 g4 Bh7 g5 hxg5 Nxg5 Qxb2 Bd2 Qxc2 Qxc2 Bxc2 e4 d5 exd5 Nxd5 Bg2 N7b6 Rc1 Bf5 Nxd5 Nxd5 Bxd5 cxd5 Rc5 f6 Nf3 b6 Rxd5 Be4
solidchess_hehe,1562,lzchips,2207,-645,black,resign,48,Nh3 e5 g3 d5 Bg2 c6 O-O Be7 e3 Nf6 f4 Bg4 Qe1 e4 d4 exd3 cxd3 O-O Nf2 Bd7 Nc3 Na6 e4 dxe4 dxe4 Nb4 Qd2 Qb6 Qe3 Bc5 Qe2 Bg4 Bf3 Bxf3 Qxf3 Nc2 Rb1 Rad8 Na4 Bxf2+ Rxf2 Qd4 Qb3 Nxe4 Qxc2 Nxf2 Qxf2 Qxa4
solidchess_hehe,1562,lzchips,2207,-645,black,resign,48,Nh3 e5 g3 d5 Bg2 c6 d3 Nf6 O-O Bc5 e3 O-O f4 exf4 Nxf4 Bg4 Bf3 Bxf3 Qxf3 Nbd7 d4 Bd6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Re8 Nh5 Qe7 Nxf6+ Nxf6 Rae1 Ne4 Kg2 a5 b3 b5 Bb2 Nd2 Qf2 Qe4+ Kg1 Nxf1 Qxf1 Qxc2 Re2 Qd3
broderschess,1232,elijahreese,1874,-642,black,mate,118,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6 f3 Qh4+ g3 Qe7 Nc3 Nf6 Bd3 O-O Na4 d5 Nxc5 Qxc5 e5 Nd7 f4 Bb7 h3 d4 Bd2 Qd5 c4 Qxh1+ Bf1 c5 Qe2 Rfe8 O-O-O Bf3 Qe1 Bxd1 Qxd1 Rab8 b3 Qb7 Kb2 Nb6 Bd3 Na4+ Ka1 Nc3 Bxc3 dxc3 Qc2 Qa8 Bxh7+ Kh8 Be4 c6 Qxc3 Red8 Kb2 Rd1 Kc2 Rbd8 Kb2 R8d2+ Bc2 Qd8 Ka3 Rd7 Bxd1 Rxd1 b4 Rd3 Kb3 Rxc3+ Kxc3 cxb4+ Kxb4 Qb6+ Kc3 Qe3+ Kb4 Qxg3 f5 Qf4 e6 fxe6 fxe6 Qd6+ c5 Qxe6 a4 Qxh3 a5 Qg4+ Kc3 Qa4 Kd3 Qxa5 Kd4 Qb4+ Kd3 Qxc5 Ke4 a5 Kf4 a4 Ke4 a3 Kf3 a2 Kg2 Qe3 Kf1 Qd2 Kg1 a1=R#
sergey1806,1555,youralterego,2197,-642,black,mate,76,d4 Nf6 Nc3 d5 Bf4 c5 Nb5 Qa5+ Nc3 cxd4 Qxd4 Nc6 Qa4 Qxa4 Nxa4 e5 Bg3 b5 Nc3 a6 O-O-O Be6 e3 Be7 f4 Nh5 Bf2 exf4 exf4 Nxf4 h3 b4 Na4 O-O g3 Ng6 g4 Rfd8 Nb6 Rab8 Na4 a5 Nf3 Nge5 Nd4 Nxd4 Bxd4 Nc6 h4 Nxd4 Rxd4 Bf6 Rf4 Be5 Rf2 Bxg4 Nc5 Bd4 Na6 Rb6 Rf4 Be3+ Kb1 Bxf4 Rg1 Re8 Bd3 Rbe6 b3 Re1+ Rxe1 Rxe1+ Kb2 Bc1+ Kb1 Ba3#
mccheese,859,orleibuiatti,1500,-641,white,resign,31,e4 e5 Nf3 f6 Bc4 Ne7 Nc3 g6 d3 Bh6 Bxh6 Ng8 Be3 Ne7 g4 b6 Qe2 Ba6 Bxa6 Nxa6 a3 Nc5 b4 Ne6 h4 Nc6 g5 fxg5 hxg5 Rf8 Rxh7
